0	0.999	0.001	0
0.1	0.998965	0.00102733	8.10883e-06
0.2	0.998928	0.00105541	1.64393e-05
0.3	0.998891	0.00108425	2.49974e-05
0.4	0.998852	0.00111388	3.37894e-05
0.5	0.998813	0.00114432	4.28216e-05
0.6	0.998772	0.00117559	5.21007e-05
0.7	0.998731	0.00120771	6.16333e-05
0.8	0.998688	0.0012407	7.14263e-05
0.9	0.998644	0.0012746	8.14869e-05
1	0.998599	0.00130942	9.18224e-05
1.1	0.998552	0.00134519	0.00010244
1.2	0.998505	0.00138193	0.000113348
1.3	0.998456	0.00141968	0.000124554
1.4	0.998405	0.00145845	0.000136066
1.5	0.998354	0.00149828	0.000147892
1.6	0.998301	0.00153919	0.000160041
1.7	0.998246	0.00158122	0.000172522
1.8	0.99819	0.0016244	0.000185343
1.9	0.998133	0.00166874	0.000198515
2	0.998074	0.0017143	0.000212047
2.1	0.998013	0.0017611	0.000225947
2.2	0.997951	0.00180917	0.000240228
2.3	0.997887	0.00185854	0.000254897
2.4	0.997821	0.00190926	0.000269968
2.5	0.997753	0.00196136	0.000285449
2.6	0.997684	0.00201488	0.000301353
2.7	0.997612	0.00206985	0.000317691
2.8	0.997539	0.00212632	0.000334475
2.9	0.997464	0.00218432	0.000351717
3	0.997387	0.0022439	0.000369428
3.1	0.997307	0.0023051	0.000387623
3.2	0.997226	0.00236796	0.000406314
3.3	0.997142	0.00243252	0.000425515
3.4	0.997056	0.00249884	0.000445239
3.5	0.996968	0.00256696	0.000465501
3.6	0.996877	0.00263693	0.000486316
3.7	0.996784	0.00270879	0.000507697
3.8	0.996688	0.00278261	0.000529662
3.9	0.996589	0.00285843	0.000552224
4	0.996488	0.0029363	0.000575402
4.1	0.996385	0.00301629	0.000599211
4.2	0.996278	0.00309844	0.000623668
4.3	0.996168	0.00318281	0.000648792
4.4	0.996056	0.00326947	0.000674599
4.5	0.99594	0.00335848	0.00070111
4.6	0.995822	0.0034499	0.000728342
4.7	0.9957	0.00354379	0.000756315
4.8	0.995575	0.00364022	0.000785049
4.9	0.995446	0.00373926	0.000814565
5	0.995314	0.00384097	0.000844884
5.1	0.995179	0.00394543	0.000876028
5.2	0.995039	0.00405272	0.000908019
5.3	0.994896	0.0041629	0.000940879
5.4	0.994749	0.00427605	0.000974633
5.5	0.994598	0.00439226	0.0010093
5.6	0.994443	0.0045116	0.00104492
5.7	0.994284	0.00463416	0.0010815
5.8	0.994121	0.00476002	0.00111907
5.9	0.993953	0.00488927	0.00115767
6	0.993781	0.005022	0.00119731
6.1	0.993604	0.00515831	0.00123803
6.2	0.993422	0.00529827	0.00127985
6.3	0.993235	0.00544201	0.00132281
6.4	0.993043	0.0055896	0.00136694
6.5	0.992847	0.00574116	0.00141226
6.6	0.992644	0.00589678	0.0014588
6.7	0.992437	0.00605658	0.00150662
6.8	0.992224	0.00622067	0.00155572
6.9	0.992005	0.00638915	0.00160616
7	0.99178	0.00656214	0.00165796
7.1	0.991549	0.00673977	0.00171116
7.2	0.991312	0.00692215	0.00176581
7.3	0.991069	0.0071094	0.00182193
7.4	0.990819	0.00730165	0.00187957
7.5	0.990562	0.00749904	0.00193877
7.6	0.990299	0.00770169	0.00199957
7.7	0.990028	0.00790974	0.00206201
7.8	0.989751	0.00812334	0.00212614
7.9	0.989465	0.00834263	0.002192
8	0.989173	0.00856774	0.00225964
8.1	0.988872	0.00879884	0.0023291
8.2	0.988563	0.00903608	0.00240044
8.3	0.988247	0.00927961	0.0024737
8.4	0.987921	0.0095296	0.00254893
8.5	0.987588	0.0097862	0.00262619
8.6	0.987245	0.0100496	0.00270553
8.7	0.986893	0.01032	0.002787
8.8	0.986532	0.0105975	0.00287066
8.9	0.986161	0.0108823	0.00295658
9	0.985781	0.0111746	0.0030448
9.1	0.98539	0.0114747	0.00313539
9.2	0.984989	0.0117826	0.00322842
9.3	0.984577	0.0120986	0.00332394
9.4	0.984155	0.0124229	0.00342202
9.5	0.983722	0.0127558	0.00352273
9.6	0.983277	0.0130973	0.00362613
9.7	0.98282	0.0134477	0.00373231
9.8	0.982351	0.0138074	0.00384132
9.9	0.98187	0.0141764	0.00395325
10	0.981377	0.014555	0.00406817
10.1	0.98087	0.0149434	0.00418616
10.2	0.980351	0.015342	0.00430729
10.3	0.979817	0.0157509	0.00443165
10.4	0.97927	0.0161704	0.00455933
10.5	0.978709	0.0166007	0.00469041
10.6	0.978133	0.0170422	0.00482497
10.7	0.977542	0.017495	0.00496311
10.8	0.976936	0.0179595	0.00510492
10.9	0.976314	0.0184359	0.0052505
11	0.975676	0.0189245	0.00539993
11.1	0.975021	0.0194257	0.00555332
11.2	0.97435	0.0199397	0.00571078
11.3	0.973661	0.0204667	0.00587239
11.4	0.972954	0.0210072	0.00603828
11.5	0.97223	0.0215615	0.00620855
11.6	0.971487	0.0221297	0.0063833
11.7	0.970725	0.0227124	0.00656266
11.8	0.969943	0.0233098	0.00674674
11.9	0.969142	0.0239222	0.00693566
12	0.96832	0.02455	0.00712954
12.1	0.967478	0.0251936	0.0073285
12.2	0.966614	0.0258532	0.00753268
12.3	0.965728	0.0265294	0.00774219
12.4	0.96482	0.0272223	0.00795719
12.5	0.96389	0.0279325	0.0081778
12.6	0.962936	0.0286602	0.00840416
12.7	0.961958	0.0294059	0.00863641
12.8	0.960955	0.0301699	0.0088747
12.9	0.959928	0.0309527	0.00911918
13	0.958875	0.0317547	0.00936999
13.1	0.957796	0.0325762	0.0096273
13.2	0.956691	0.0334177	0.00989127
13.3	0.955558	0.0342796	0.010162
13.4	0.954398	0.0351623	0.0104398
13.5	0.953209	0.0360663	0.0107247
13.6	0.951991	0.0369919	0.0110169
13.7	0.950744	0.0379397	0.0113166
13.8	0.949466	0.03891	0.011624
13.9	0.948157	0.0399033	0.0119392
14	0.946817	0.0409201	0.0122625
14.1	0.945445	0.0419608	0.012594
14.2	0.94404	0.0430259	0.012934
14.3	0.942602	0.0441158	0.0132825
14.4	0.941129	0.045231	0.0136399
14.5	0.939622	0.0463721	0.0140063
14.6	0.938079	0.0475393	0.0143819
14.7	0.9365	0.0487333	0.014767
14.8	0.934884	0.0499544	0.0151617
14.9	0.93323	0.0512033	0.0155663
15	0.931539	0.0524803	0.015981
15.1	0.929808	0.0537859	0.0164061
15.2	0.928038	0.0551206	0.0168417
15.3	0.926227	0.0564849	0.0172881
15.4	0.924375	0.0578792	0.0177455
15.5	0.922482	0.0593041	0.0182142
15.6	0.920546	0.06076	0.0186945
15.7	0.918566	0.0622474	0.0191865
15.8	0.916543	0.0637667	0.0196905
15.9	0.914475	0.0653184	0.0202068
16	0.912361	0.066903	0.0207357
16.1	0.910202	0.0685209	0.0212774
16.2	0.907995	0.0701725	0.0218321
16.3	0.905741	0.0718584	0.0224002
16.4	0.903439	0.0735789	0.022982
16.5	0.901088	0.0753345	0.0235776
16.6	0.898687	0.0771255	0.0241874
16.7	0.896236	0.0789524	0.0248117
16.8	0.893734	0.0808156	0.0254507
16.9	0.89118	0.0827154	0.0261048
17	0.888573	0.0846523	0.0267743
17.1	0.885914	0.0866265	0.0274594
17.2	0.883201	0.0886384	0.0281604
17.3	0.880434	0.0906884	0.0288777
17.4	0.877612	0.0927767	0.0296115
17.5	0.874734	0.0949036	0.0303622
17.6	0.871801	0.0970694	0.0311301
17.7	0.86881	0.0992743	0.0319154
17.8	0.865763	0.101519	0.0327186
17.9	0.862658	0.103802	0.0335398
18	0.859494	0.106126	0.0343795
18.1	0.856273	0.108489	0.035238
18.2	0.852992	0.110893	0.0361155
18.3	0.849651	0.113337	0.0370123
18.4	0.846251	0.11582	0.037929
18.5	0.84279	0.118344	0.0388656
18.6	0.839269	0.120909	0.0398226
18.7	0.835687	0.123513	0.0408002
18.8	0.832043	0.126158	0.0417989
18.9	0.828339	0.128842	0.0428189
19	0.824573	0.131567	0.0438605
19.1	0.820745	0.134331	0.044924
19.2	0.816855	0.137135	0.0460099
19.3	0.812903	0.139978	0.0471183
19.4	0.80889	0.142861	0.0482496
19.5	0.804814	0.145782	0.0494042
19.6	0.800677	0.148741	0.0505822
19.7	0.796478	0.151738	0.0517841
19.8	0.792217	0.154773	0.0530101
19.9	0.787895	0.157845	0.0542606
20	0.783512	0.160953	0.0555358
20.1	0.779067	0.164097	0.0568359
20.2	0.774563	0.167276	0.0581614
20.3	0.769998	0.17049	0.0595124
20.4	0.765374	0.173737	0.0608893
20.5	0.76069	0.177018	0.0622923
20.6	0.755948	0.18033	0.0637217
20.7	0.751148	0.183675	0.0651777
20.8	0.74629	0.187049	0.0666606
20.9	0.741377	0.190453	0.0681706
21	0.736407	0.193885	0.0697079
21.1	0.731382	0.197345	0.0712728
21.2	0.726304	0.200831	0.0728655
21.3	0.721172	0.204342	0.0744861
21.4	0.715989	0.207876	0.076135
21.5	0.710754	0.211434	0.0778122
21.6	0.705469	0.215013	0.079518
21.7	0.700136	0.218611	0.0812525
21.8	0.694756	0.222228	0.0830158
21.9	0.689329	0.225863	0.0848082
22	0.683858	0.229513	0.0866297
22.1	0.678343	0.233177	0.0884804
22.2	0.672786	0.236853	0.0903605
22.3	0.667189	0.240541	0.0922701
22.4	0.661553	0.244238	0.0942092
22.5	0.655879	0.247943	0.0961779
22.6	0.65017	0.251654	0.0981763
