0.997228	0.244	3.05
0.997181	0.246	3.075
0.997132	0.248	3.1
0.997082	0.25	3.125
0.997031	0.252	3.15
0.996978	0.254	3.175
0.996924	0.256	3.2
0.996869	0.258	3.225
0.996812	0.26	3.25
0.996754	0.262	3.275
0.996695	0.264	3.3
0.996634	0.266	3.325
0.996571	0.268	3.35
0.996507	0.27	3.375
0.99644	0.272	3.4
0.996373	0.274	3.425
0.996303	0.276	3.45
0.996231	0.278	3.475
0.996158	0.28	3.5
0.996082	0.282	3.525
0.996005	0.284	3.55
0.995925	0.286	3.575
0.995843	0.288	3.6
0.995759	0.29	3.625
0.995672	0.292	3.65
0.995583	0.294	3.675
0.995492	0.296	3.7
0.995398	0.298	3.725
0.995301	0.3	3.75
0.995201	0.302	3.775
0.995099	0.304	3.8
0.994993	0.306	3.825
0.994885	0.308	3.85
0.994773	0.31	3.875
0.994658	0.312	3.9
0.994539	0.314	3.925
0.994417	0.316	3.95
0.994292	0.318	3.975
0.994162	0.32	4
0.994029	0.322	4.025
0.993892	0.324	4.05
0.99375	0.326	4.075
0.993604	0.328	4.1
0.993453	0.33	4.125
0.993298	0.332	4.15
0.993138	0.334	4.175
0.992973	0.336	4.2
0.992803	0.338	4.225
0.992627	0.34	4.25
0.992446	0.342	4.275
0.992259	0.344	4.3
0.992066	0.346	4.325
0.991867	0.348	4.35
0.991661	0.35	4.375
0.991448	0.352	4.4
0.991229	0.354	4.425
0.991002	0.356	4.45
0.990768	0.358	4.475
0.990526	0.36	4.5
0.990276	0.362	4.525
0.990017	0.364	4.55
0.98975	0.366	4.575
0.989474	0.368	4.6
0.989188	0.37	4.625
0.988893	0.372	4.65
0.988587	0.374	4.675
0.988271	0.376	4.7
0.987944	0.378	4.725
0.987605	0.38	4.75
0.987255	0.382	4.775
0.986892	0.384	4.8
0.986517	0.386	4.825
0.986128	0.388	4.85
0.985726	0.39	4.875
0.985309	0.392	4.9
0.984877	0.394	4.925
0.984429	0.396	4.95
0.983966	0.398	4.975
0.983486	0.4	5
0.982988	0.402	5.025
0.982472	0.404	5.05
0.981937	0.406	5.075
0.981382	0.408	5.1
0.980807	0.41	5.125
0.98021	0.412	5.15
0.979592	0.414	5.175
0.97895	0.416	5.2
0.978284	0.418	5.225
0.977593	0.42	5.25
0.976877	0.422	5.275
0.976133	0.424	5.3
0.97536	0.426	5.325
0.974559	0.428	5.35
0.973727	0.43	5.375
0.972863	0.432	5.4
0.971965	0.434	5.425
0.971034	0.436	5.45
0.970066	0.438	5.475
0.969061	0.44	5.5
0.968017	0.442	5.525
0.966932	0.444	5.55
0.965805	0.446	5.575
0.964634	0.448	5.6
0.963417	0.45	5.625
0.962153	0.452	5.65
0.960839	0.454	5.675
0.959473	0.456	5.7
0.958054	0.458	5.725
0.956579	0.46	5.75
0.955045	0.462	5.775
0.953451	0.464	5.8
0.951794	0.466	5.825
0.950072	0.468	5.85
0.948281	0.47	5.875
0.946419	0.472	5.9
0.944484	0.474	5.925
0.942472	0.476	5.95
0.940381	0.478	5.975
0.938207	0.48	6
0.935947	0.482	6.025
0.933597	0.484	6.05
0.931156	0.486	6.075
0.928618	0.488	6.1
0.92598	0.49	6.125
0.923239	0.492	6.15
0.92039	0.494	6.175
0.917431	0.496	6.2
0.914356	0.498	6.225
0.911162	0.5	6.25
0.907845	0.502	6.275
0.9044	0.504	6.3
0.900823	0.506	6.325
0.89711	0.508	6.35
0.893256	0.51	6.375
0.889257	0.512	6.4
0.885108	0.514	6.425
0.880804	0.516	6.45
0.876342	0.518	6.475
0.871716	0.52	6.5
0.866922	0.522	6.525
0.861956	0.524	6.55
0.856812	0.526	6.575
0.851487	0.528	6.6
0.845976	0.53	6.625
0.840275	0.532	6.65
0.83438	0.534	6.675
0.828287	0.536	6.7
0.821992	0.538	6.725
0.815492	0.54	6.75
0.808784	0.542	6.775
0.801864	0.544	6.8
0.79473	0.546	6.825
0.78738	0.548	6.85
0.779811	0.55	6.875
0.772023	0.552	6.9
0.764015	0.554	6.925
0.755785	0.556	6.95
0.747334	0.558	6.975
0.738663	0.56	7
0.729772	0.562	7.025
0.720664	0.564	7.05
0.711341	0.566	7.075
0.701806	0.568	7.1
0.692063	0.57	7.125
0.682117	0.572	7.15
0.671972	0.574	7.175
0.661636	0.576	7.2
0.651114	0.578	7.225
0.640415	0.58	7.25
0.629546	0.582	7.275
0.618518	0.584	7.3
0.607339	0.586	7.325
0.596021	0.588	7.35
0.584574	0.59	7.375
0.57301	0.592	7.4
0.561342	0.594	7.425
0.549583	0.596	7.45
0.537747	0.598	7.475
0.525846	0.6	7.5
0.513896	0.602	7.525
0.501911	0.604	7.55
