0.999	0.08	1
0.998992	0.082	1.025
0.998984	0.084	1.05
0.998975	0.086	1.075
0.998967	0.088	1.1
0.998958	0.09	1.125
0.998949	0.092	1.15
0.99894	0.094	1.175
0.99893	0.096	1.2
0.998921	0.098	1.225
0.998911	0.1	1.25
0.998901	0.102	1.275
0.99889	0.104	1.3
0.99888	0.106	1.325
0.998869	0.108	1.35
0.998858	0.11	1.375
0.998847	0.112	1.4
0.998835	0.114	1.425
0.998824	0.116	1.45
0.998812	0.118	1.475
0.9988	0.12	1.5
0.998787	0.122	1.525
0.998774	0.124	1.55
0.998761	0.126	1.575
0.998748	0.128	1.6
0.998735	0.13	1.625
0.998721	0.132	1.65
0.998707	0.134	1.675
0.998692	0.136	1.7
0.998678	0.138	1.725
0.998663	0.14	1.75
0.998647	0.142	1.775
0.998632	0.144	1.8
0.998616	0.146	1.825
0.998599	0.148	1.85
0.998583	0.15	1.875
0.998566	0.152	1.9
0.998549	0.154	1.925
0.998531	0.156	1.95
0.998513	0.158	1.975
0.998495	0.16	2
0.998476	0.162	2.025
0.998457	0.164	2.05
0.998437	0.166	2.075
0.998417	0.168	2.1
0.998397	0.17	2.125
0.998376	0.172	2.15
0.998355	0.174	2.175
0.998333	0.176	2.2
0.998311	0.178	2.225
0.998289	0.18	2.25
0.998266	0.182	2.275
0.998242	0.184	2.3
0.998218	0.186	2.325
0.998194	0.188	2.35
0.998168	0.19	2.375
0.998143	0.192	2.4
0.998117	0.194	2.425
0.99809	0.196	2.45
0.998063	0.198	2.475
0.998035	0.2	2.5
0.998006	0.202	2.525
0.997977	0.204	2.55
0.997947	0.206	2.575
0.997916	0.208	2.6
0.997885	0.21	2.625
0.997853	0.212	2.65
0.997821	0.214	2.675
0.997787	0.216	2.7
0.997753	0.218	2.725
0.997718	0.22	2.75
0.997682	0.222	2.775
0.997646	0.224	2.8
0.997608	0.226	2.825
0.99757	0.228	2.85
0.997531	0.23	2.875
0.99749	0.232	2.9
0.997449	0.234	2.925
0.997407	0.236	2.95
0.997364	0.238	2.975
0.99732	0.24	3
0.997274	0.242	3.025
