0	0
0.6	0.45
1.2	0.8755
1.8	1.2765
2.4	1.653
3	2.005
3.6	2.3325
4.2	2.6355
4.8	2.914
5.4	3.168
6	3.3975
6.6	3.6025
7.2	3.783
7.8	3.939
8.4	4.0705
9	4.1775
9.6	4.26
10.2	4.318
10.8	4.3515
11.4	4.3605
12	4.345
12.6	4.305
13.2	4.2405
13.8	4.1515
14.4	4.038
15	3.9
15.6	3.7375
16.2	3.5505
16.8	3.339
17.4	3.103
18	2.8425
18.6	2.5575
19.2	2.248
19.8	1.914
20.4	1.5555
21	1.1725
21.6	0.765
22.2	0.333
22.8	-0.1235
23.4	-0.6045
24	-1.11
24.6	-1.64
25.2	-2.1945
25.8	-2.7735
26.4	-3.377
27	-4.005
27.6	-4.6575
28.2	-5.3345
28.8	-6.036
29.4	-6.762
30	-7.5125
30.6	-8.2875
31.2	-9.087
31.8	-9.911
32.4	-10.7595
33	-11.6325
33.6	-12.53
34.2	-13.452
34.8	-14.3985
35.4	-15.3695
36	-16.365
